game,game_comments,game_date,wrong,right
4603,,"Show #3869 - Thursday, May 31, 2001",2,1
1563,,"Show #3868 - Wednesday, May 30, 2001",1,1
1562,,"Show #3867 - Tuesday, May 29, 2001",2,1
4602,,"Show #3866 - Monday, May 28, 2001",1,2
1561,,"Show #3865 - Friday, May 25, 2001",0,3
1560,,"Show #3864 - Thursday, May 24, 2001",2,1
1559,,"Show #3863 - Wednesday, May 23, 2001",1,2
1291,Babu Srinivasan game 5.,"Show #3862 - Tuesday, May 22, 2001",1,2
1558,Babu Srinivasan game 4.,"Show #3861 - Monday, May 21, 2001",1,2
1557,Babu Srinivasan game 3.,"Show #3860 - Friday, May 18, 2001",0,3
1556,Babu Srinivasan game 2.,"Show #3859 - Thursday, May 17, 2001",1,2
1555,Babu Srinivasan game 1.,"Show #3858 - Wednesday, May 16, 2001",1,2
1554,,"Show #3857 - Tuesday, May 15, 2001",3,0
1553,,"Show #3856 - Monday, May 14, 2001",2,1
1537,"2001 Teen Tournament final game 1.
From the Pennsylvania Convention Center in Philadelphia.","Show #3854 - Thursday, May 10, 2001",2,1
1536,"2001 Teen Tournament semifinal game 3.
From the Pennsylvania Convention Center in Philadelphia.","Show #3853 - Wednesday, May 9, 2001",2,1
1535,"2001 Teen Tournament semifinal game 2.
From the Pennsylvania Convention Center in Philadelphia.","Show #3852 - Tuesday, May 8, 2001",0,3
1534,"2001 Teen Tournament semifinal game 1.
From the Pennsylvania Convention Center in Philadelphia.","Show #3851 - Monday, May 7, 2001",0,3
1533,"2001 Teen Tournament quarterfinal game 5.
From the Pennsylvania Convention Center in Philadelphia.","Show #3850 - Friday, May 4, 2001",1,2
1532,"2001 Teen Tournament quarterfinal game 4.
From the Pennsylvania Convention Center in Philadelphia.","Show #3849 - Thursday, May 3, 2001",3,0
1531,"2001 Teen Tournament quarterfinal game 3.
From the Pennsylvania Convention Center in Philadelphia.","Show #3848 - Wednesday, May 2, 2001",0,3
1530,"2001 Teen Tournament quarterfinal game 2.
From the Pennsylvania Convention Center in Philadelphia.","Show #3847 - Tuesday, May 1, 2001",1,2
1529,"2001 Teen Tournament quarterfinal game 1.
From the Pennsylvania Convention Center in Philadelphia.","Show #3846 - Monday, April 30, 2001",3,0
1528,,"Show #3845 - Friday, April 27, 2001",3,0
1527,,"Show #3844 - Thursday, April 26, 2001",3,0
1526,,"Show #3843 - Wednesday, April 25, 2001",2,0
1525,,"Show #3842 - Tuesday, April 24, 2001",1,2
1524,New theme music.,"Show #3841 - Monday, April 23, 2001",2,1
1523,,"Show #3840 - Friday, April 20, 2001",2,1
1522,,"Show #3839 - Thursday, April 19, 2001",3,0
1521,Larry Cloud game 5.,"Show #3838 - Wednesday, April 18, 2001",2,1
1520,Larry Cloud game 4.,"Show #3837 - Tuesday, April 17, 2001",1,2
1494,Larry Cloud game 3.,"Show #3836 - Monday, April 16, 2001",1,2
1493,Larry Cloud game 2.,"Show #3835 - Friday, April 13, 2001",1,2
1492,Larry Cloud game 1.,"Show #3834 - Thursday, April 12, 2001",2,1
1491,,"Show #3833 - Wednesday, April 11, 2001",3,0
1275,Ryan Moore game 5.,"Show #3832 - Tuesday, April 10, 2001",1,2
1490,Ryan Moore game 4.,"Show #3831 - Monday, April 9, 2001",3,0
1489,Ryan Moore game 3.,"Show #3830 - Friday, April 6, 2001",2,0
1488,Ryan Moore game 2.,"Show #3829 - Thursday, April 5, 2001",0,3
1487,Ryan Moore game 1.,"Show #3828 - Wednesday, April 4, 2001",2,1
1486,Bob Fleenor game 5.,"Show #3827 - Tuesday, April 3, 2001",1,2
1485,Bob Fleenor game 4.,"Show #3826 - Monday, April 2, 2001",3,0
1484,Bob Fleenor game 3.,"Show #3825 - Friday, March 30, 2001",1,2
1500,Bob Fleenor game 2.,"Show #3824 - Thursday, March 29, 2001",1,2
1499,Bob Fleenor game 1.,"Show #3823 - Wednesday, March 28, 2001",2,1
1515,,"Show #3822 - Tuesday, March 27, 2001",3,0
1514,,"Show #3821 - Monday, March 26, 2001",1,2
1513,,"Show #3820 - Friday, March 23, 2001",2,0
1512,,"Show #3819 - Thursday, March 22, 2001",3,0
1511,,"Show #3818 - Wednesday, March 21, 2001",1,1
1510,,"Show #3817 - Tuesday, March 20, 2001",1,2
1509,,"Show #3816 - Monday, March 19, 2001",3,0
1508,,"Show #3815 - Friday, March 16, 2001",2,1
1507,,"Show #3814 - Thursday, March 15, 2001",2,1
1506,,"Show #3813 - Wednesday, March 14, 2001",1,2
1505,,"Show #3812 - Tuesday, March 13, 2001",3,0
2015,Rick Knutsen game 5.,"Show #3811 - Monday, March 12, 2001",1,2
1504,Rick Knutsen game 4.,"Show #3810 - Friday, March 9, 2001",2,1
1503,Rick Knutsen game 3.,"Show #3809 - Thursday, March 8, 2001",1,2
1606,Rick Knutsen game 2.,"Show #3808 - Wednesday, March 7, 2001",2,1
1605,Rick Knutsen game 1.,"Show #3807 - Tuesday, March 6, 2001",1,1
1604,,"Show #3806 - Monday, March 5, 2001",2,1
1603,,"Show #3805 - Friday, March 2, 2001",0,3
1602,,"Show #3804 - Thursday, March 1, 2001",2,1
1601,,"Show #3803 - Wednesday, February 28, 2001",0,3
1600,,"Show #3802 - Tuesday, February 27, 2001",0,3
1599,,"Show #3801 - Monday, February 26, 2001",2,0
1598,,"Show #3800 - Friday, February 23, 2001",3,0
1597,,"Show #3799 - Thursday, February 22, 2001",3,0
1596,,"Show #3798 - Wednesday, February 21, 2001",1,2
1595,,"Show #3797 - Tuesday, February 20, 2001",3,0
1593,,"Show #3796 - Monday, February 19, 2001",2,0
1591,"2001 International Championship final game 1.
From the Las Vegas Hilton.","Show #3794 - Thursday, February 15, 2001",2,1
1590,"2001 International Championship semifinal game 3.
  From the Las Vegas Hilton.","Show #3793 - Wednesday, February 14, 2001",3,0
1589,"2001 International Championship semifinal game 2.
  From the Las Vegas Hilton.","Show #3792 - Tuesday, February 13, 2001",2,1
1588,"2001 International Championship semifinal game 1.
  From the Las Vegas Hilton.","Show #3791 - Monday, February 12, 2001",0,3
1778,"2001 Celebrity Jeopardy! game 5.
From the Las Vegas Hilton.
First show to feature the 2001-2008 theme.","Show #3790 - Friday, February 9, 2001",3,0
3058,"2001 Celebrity Jeopardy! game 4.
From the Las Vegas Hilton.","Show #3789 - Thursday, February 8, 2001",1,2
3056,"2001 Celebrity Jeopardy! game 3.
From the Las Vegas Hilton.","Show #3788 - Wednesday, February 7, 2001",0,3
3052,"2001 Celebrity Jeopardy! game 2.
From the Las Vegas Hilton.

(John Lauderdale: This used to be Elvis Presley's dressing room here at the Hilton; now it belongs to Alex Trebek.  Alex, 30 seconds!)
(Alex: [Dressed in an Elvis outfit] Thank you, John, thank you!  Yeah!)","Show #3787 - Tuesday, February 6, 2001",2,1
3049,2001 Celebrity Jeopardy! game 1.,"Show #3786 - Monday, February 5, 2001",2,1
458,,"Show #3785 - Friday, February 2, 2001",3,0
456,,"Show #3784 - Thursday, February 1, 2001",3,0
454,,"Show #3783 - Wednesday, January 31, 2001",2,1
2282,,"Show #3782 - Tuesday, January 30, 2001",3,0
2281,,"Show #3781 - Monday, January 29, 2001",2,1
2280,,"Show #3780 - Friday, January 26, 2001",1,2
2279,,"Show #3779 - Thursday, January 25, 2001",2,1
2278,,"Show #3778 - Wednesday, January 24, 2001",1,1
2277,,"Show #3777 - Tuesday, January 23, 2001",2,1
2276,,"Show #3776 - Monday, January 22, 2001",1,2
2275,,"Show #3775 - Friday, January 19, 2001",1,2
2260,,"Show #3774 - Thursday, January 18, 2001",1,2
2259,,"Show #3773 - Wednesday, January 17, 2001",1,1
2258,,"Show #3772 - Tuesday, January 16, 2001",1,1
2257,Michael Arnone game 5.,"Show #3771 - Monday, January 15, 2001",3,0
2256,Michael Arnone game 4.,"Show #3770 - Friday, January 12, 2001",2,1
2255,Michael Arnone game 3.,"Show #3769 - Thursday, January 11, 2001",1,2
2254,Michael Arnone game 2.,"Show #3768 - Wednesday, January 10, 2001",1,1
2251,Michael Arnone game 1.,"Show #3767 - Tuesday, January 9, 2001",2,0
2250,,"Show #3766 - Monday, January 8, 2001",2,1
2249,,"Show #3765 - Friday, January 5, 2001",1,1
2248,,"Show #3764 - Thursday, January 4, 2001",1,2
2247,,"Show #3763 - Wednesday, January 3, 2001",3,0
2246,,"Show #3762 - Tuesday, January 2, 2001",3,0
2245,First show of the 21st century.,"Show #3761 - Monday, January 1, 2001",2,1
3113,2000 Holiday Kids Week game 5.,"Show #3760 - Friday, December 29, 2000",1,1
3112,2000 Holiday Kids Week game 4.,"Show #3759 - Thursday, December 28, 2000",3,0
3111,2000 Holiday Kids Week game 3.,"Show #3758 - Wednesday, December 27, 2000",1,2
3105,"2000 Holiday Kids Week game 2.
Missing part of clue 19 of the Jeopardy! Round.","Show #3757 - Tuesday, December 26, 2000",2,1
3107,2000 Holiday Kids Week game 1.,"Show #3756 - Monday, December 25, 2000",2,1
2237,,"Show #3755 - Friday, December 22, 2000",2,1
2236,,"Show #3754 - Thursday, December 21, 2000",3,0
2235,,"Show #3753 - Wednesday, December 20, 2000",0,3
2234,,"Show #3752 - Tuesday, December 19, 2000",3,0
2233,,"Show #3751 - Monday, December 18, 2000",2,1
2232,,"Show #3750 - Friday, December 15, 2000",0,3
2221,,"Show #3749 - Thursday, December 14, 2000",1,2
2220,,"Show #3748 - Wednesday, December 13, 2000",0,3
2219,,"Show #3747 - Tuesday, December 12, 2000",1,2
2218,,"Show #3746 - Monday, December 11, 2000",2,1
2217,,"Show #3745 - Friday, December 8, 2000",1,2
2216,,"Show #3744 - Thursday, December 7, 2000",2,1
2215,,"Show #3743 - Wednesday, December 6, 2000",1,2
2214,,"Show #3742 - Tuesday, December 5, 2000",2,1
2213,,"Show #3741 - Monday, December 4, 2000",0,3
2212,,"Show #3740 - Friday, December 1, 2000",3,0
2211,,"Show #3739 - Thursday, November 30, 2000",2,1
2210,,"Show #3738 - Wednesday, November 29, 2000",3,0
2209,,"Show #3737 - Tuesday, November 28, 2000",2,1
2208,,"Show #3736 - Monday, November 27, 2000",3,0
1877,,"Show #3735 - Friday, November 24, 2000",3,0
1876,,"Show #3734 - Thursday, November 23, 2000",3,0
1873,,"Show #3733 - Wednesday, November 22, 2000",1,2
2297,"2000-B College Championship final game 1. 
From the University of Washington in Seattle.","Show #3731 - Monday, November 20, 2000",2,1
2296,"2000-B College Championship semifinal game 3. 
From the University of Washington in Seattle.","Show #3730 - Friday, November 17, 2000",2,1
2295,"2000-B College Championship semifinal game 2. 
From the University of Washington in Seattle.","Show #3729 - Thursday, November 16, 2000",2,1
2294,"2000-B College Championship semifinal game 1.  
From the University of Washington in Seattle.","Show #3728 - Wednesday, November 15, 2000",1,2
2293,"2000-B College Championship quarterfinal game 5.  
From the University of Washington in Seattle.","Show #3727 - Tuesday, November 14, 2000",2,1
2292,"2000-B College Championship quarterfinal game 4.  
From the University of Washington in Seattle.","Show #3726 - Monday, November 13, 2000",0,3
318,"2000-B College Championship quarterfinal game 3.  
From the University of Washington in Seattle.","Show #3725 - Friday, November 10, 2000",1,2
2291,"2000-B College Championship quarterfinal game 2.  
From the University of Washington in Seattle.","Show #3724 - Thursday, November 9, 2000",1,2
2290,"2000-B College Championship quarterfinal game 1.  
From the University of Washington in Seattle.","Show #3723 - Wednesday, November 8, 2000",1,1
1867,,"Show #3722 - Tuesday, November 7, 2000",1,2
1866,,"Show #3721 - Monday, November 6, 2000",2,1
147,Brad Rutter game 5.,"Show #3720 - Friday, November 3, 2000",3,0
145,Brad Rutter game 4.,"Show #3719 - Thursday, November 2, 2000",0,3
140,Brad Rutter game 3.,"Show #3718 - Wednesday, November 1, 2000",2,1
138,Brad Rutter game 2.,"Show #3717 - Tuesday, October 31, 2000",3,0
137,Brad Rutter game 1.,"Show #3716 - Monday, October 30, 2000",0,3
1861,,"Show #3715 - Friday, October 27, 2000",3,0
1859,,"Show #3714 - Thursday, October 26, 2000",0,3
1857,,"Show #3713 - Wednesday, October 25, 2000",0,3
1855,,"Show #3712 - Tuesday, October 24, 2000",3,0
1854,,"Show #3711 - Monday, October 23, 2000",3,0
1853,,"Show #3710 - Friday, October 20, 2000",2,1
1852,,"Show #3709 - Thursday, October 19, 2000",1,2
1849,,"Show #3708 - Wednesday, October 18, 2000",2,1
1848,,"Show #3707 - Tuesday, October 17, 2000",0,3
1847,,"Show #3706 - Monday, October 16, 2000",3,0
1845,,"Show #3705 - Friday, October 13, 2000",3,0
1843,,"Show #3704 - Thursday, October 12, 2000",0,3
1278,,"Show #3703 - Wednesday, October 11, 2000",3,0
1841,,"Show #3702 - Tuesday, October 10, 2000",2,1
1840,,"Show #3701 - Monday, October 9, 2000",1,2
3103,2000 Back to School Week game 5.,"Show #3700 - Friday, October 6, 2000",0,3
3101,2000 Back to School Week game 4.,"Show #3699 - Thursday, October 5, 2000",2,1
3099,2000 Back to School Week game 3.,"Show #3698 - Wednesday, October 4, 2000",0,2
1258,2000 Back to School Week game 2.,"Show #3697 - Tuesday, October 3, 2000",2,1
3097,2000 Back to School Week game 1.,"Show #3696 - Monday, October 2, 2000",0,3
1839,,"Show #3695 - Friday, September 29, 2000",2,1
1837,,"Show #3694 - Thursday, September 28, 2000",1,2
1836,,"Show #3693 - Wednesday, September 27, 2000",2,1
1834,Andrew Garen game 5.,"Show #3692 - Tuesday, September 26, 2000",0,3
1833,Andrew Garen game 4.,"Show #3691 - Monday, September 25, 2000",1,2
1831,Andrew Garen game 3.,"Show #3690 - Friday, September 22, 2000",2,1
1830,Andrew Garen game 2.,"Show #3689 - Thursday, September 21, 2000",2,1
1827,Andrew Garen game 1.,"Show #3688 - Wednesday, September 20, 2000",0,3
1826,"Michelle Clum game 5.

Missing challengers' occupations.","Show #3687 - Tuesday, September 19, 2000",2,1
1825,Michelle Clum game 4.,"Show #3686 - Monday, September 18, 2000",0,3
1818,Michelle Clum game 3.,"Show #3685 - Friday, September 15, 2000",1,2
1816,Michelle Clum game 2.,"Show #3684 - Thursday, September 14, 2000",2,1
1815,Michelle Clum game 1.,"Show #3683 - Wednesday, September 13, 2000",3,0
1812,,"Show #3682 - Tuesday, September 12, 2000",1,2
1809,,"Show #3681 - Monday, September 11, 2000",0,3
1808,,"Show #3680 - Friday, September 8, 2000",1,1
1807,,"Show #3679 - Thursday, September 7, 2000",0,3
1806,,"Show #3678 - Wednesday, September 6, 2000",3,0
1790,,"Show #3677 - Tuesday, September 5, 2000",3,0
1789,First game of Season 17.,"Show #3676 - Monday, September 4, 2000",0,3
1039,Last game of Season 16.,"Show #3675 - Friday, July 21, 2000",2,1
1025,Tad Carithers game 5.,"Show #3674 - Thursday, July 20, 2000",0,3
1016,Tad Carithers game 4.,"Show #3673 - Wednesday, July 19, 2000",2,1
1863,Tad Carithers game 3.,"Show #3672 - Tuesday, July 18, 2000",1,2
1862,Tad Carithers game 2.,"Show #3671 - Monday, July 17, 2000",1,2
1012,Tad Carithers game 1.,"Show #3670 - Friday, July 14, 2000",1,2
1011,,"Show #3669 - Thursday, July 13, 2000",2,1
1006,Doug Lach game 5.,"Show #3668 - Wednesday, July 12, 2000",2,1
994,Doug Lach game 4.,"Show #3667 - Tuesday, July 11, 2000",0,3
987,Doug Lach game 3.,"Show #3666 - Monday, July 10, 2000",2,0
985,Doug Lach game 2.,"Show #3665 - Friday, July 7, 2000",0,3
204,Doug Lach game 1.,"Show #3664 - Thursday, July 6, 2000",1,2
1015,"Johnny Gilbert accidentally announces Alex as ""Glenn Trebek"".","Show #3663 - Wednesday, July 5, 2000",2,1
1018,,"Show #3662 - Tuesday, July 4, 2000",1,2
911,,"Show #3661 - Monday, July 3, 2000",0,3
2121,"Alex brings his kids, Matthew and Emily, onstage with him at the opening of the show.","Show #3660 - Friday, June 30, 2000",0,3
2120,,"Show #3659 - Thursday, June 29, 2000",3,0
2119,,"Show #3658 - Wednesday, June 28, 2000",1,2
2118,,"Show #3657 - Tuesday, June 27, 2000",1,2
2117,,"Show #3656 - Monday, June 26, 2000",1,2
2116,,"Show #3655 - Friday, June 23, 2000",1,2
2115,,"Show #3654 - Thursday, June 22, 2000",3,0
2114,,"Show #3653 - Wednesday, June 21, 2000",2,0
2113,,"Show #3652 - Tuesday, June 20, 2000",3,0
2112,,"Show #3651 - Monday, June 19, 2000",0,3
2111,,"Show #3650 - Friday, June 16, 2000",3,0
2110,,"Show #3649 - Thursday, June 15, 2000",1,2
2108,,"Show #3648 - Wednesday, June 14, 2000",2,1
2106,,"Show #3647 - Tuesday, June 13, 2000",1,2
2104,,"Show #3646 - Monday, June 12, 2000",0,3
2103,,"Show #3645 - Friday, June 9, 2000",2,1
2101,,"Show #3644 - Thursday, June 8, 2000",1,2
2099,,"Show #3643 - Wednesday, June 7, 2000",3,0
2098,,"Show #3642 - Tuesday, June 6, 2000",3,0
2097,,"Show #3641 - Monday, June 5, 2000",0,2
2095,,"Show #3640 - Friday, June 2, 2000",2,1
2093,,"Show #3639 - Thursday, June 1, 2000",2,1
2091,,"Show #3638 - Wednesday, May 31, 2000",2,1
1315,,"Show #3637 - Tuesday, May 30, 2000",1,2
4597,,"Show #3636 - Monday, May 29, 2000",0,3
1314,,"Show #3635 - Friday, May 26, 2000",2,1
1316,,"Show #3634 - Thursday, May 25, 2000",1,2
1313,,"Show #3633 - Wednesday, May 24, 2000",2,1
1312,,"Show #3632 - Tuesday, May 23, 2000",2,1
1311,,"Show #3631 - Monday, May 22, 2000",3,0
1304,"2000 Tournament of Champions final game 1.
From the Atlanta Civic Center.","Show #3629 - Thursday, May 18, 2000",2,1
1303,"2000 Tournament of Champions semifinal game 3.
From the Atlanta Civic Center.","Show #3628 - Wednesday, May 17, 2000",3,0
1302,"2000 Tournament of Champions semifinal game 2.
From the Atlanta Civic Center.","Show #3627 - Tuesday, May 16, 2000",1,2
1300,"2000 Tournament of Champions semifinal game 1.
From the Atlanta Civic Center.","Show #3626 - Monday, May 15, 2000",1,2
1298,"2000 Tournament of Champions quarterfinal game 5.
From the Atlanta Civic Center.","Show #3625 - Friday, May 12, 2000",0,3
299,"2000 Tournament of Champions quarterfinal game 4.
From the Atlanta Civic Center.","Show #3624 - Thursday, May 11, 2000",2,1
1297,"2000 Tournament of Champions quarterfinal game 3.
From the Atlanta Civic Center.","Show #3623 - Wednesday, May 10, 2000",3,0
1295,"2000 Tournament of Champions quarterfinal game 2.
From the Atlanta Civic Center.","Show #3622 - Tuesday, May 9, 2000",2,1
1293,"2000 Tournament of Champions quarterfinal game 1. 
From the Atlanta Civic Center.","Show #3621 - Monday, May 8, 2000",2,1
1824,,"Show #3620 - Friday, May 5, 2000",3,0
1823,,"Show #3619 - Thursday, May 4, 2000",2,1
1822,,"Show #3618 - Wednesday, May 3, 2000",3,0
1821,,"Show #3617 - Tuesday, May 2, 2000",2,1
1820,,"Show #3616 - Monday, May 1, 2000",2,1
1819,,"Show #3615 - Friday, April 28, 2000",1,2
2089,,"Show #3614 - Thursday, April 27, 2000",2,0
2088,,"Show #3613 - Wednesday, April 26, 2000",1,2
2087,,"Show #3612 - Tuesday, April 25, 2000",3,0
2084,,"Show #3611 - Monday, April 24, 2000",2,1
2083,,"Show #3610 - Friday, April 21, 2000",0,2
2082,,"Show #3609 - Thursday, April 20, 2000",0,3
2080,,"Show #3608 - Wednesday, April 19, 2000",2,1
2079,,"Show #3607 - Tuesday, April 18, 2000",1,1
2077,,"Show #3606 - Monday, April 17, 2000",2,1
2076,,"Show #3605 - Friday, April 14, 2000",1,2
2074,Mike Blumenfeld game 5.,"Show #3604 - Thursday, April 13, 2000",0,3
2073,Mike Blumenfeld game 4.,"Show #3603 - Wednesday, April 12, 2000",3,0
2071,Mike Blumenfeld game 3.,"Show #3602 - Tuesday, April 11, 2000",2,1
2069,Mike Blumenfeld game 2.,"Show #3601 - Monday, April 10, 2000",0,3
2068,Mike Blumenfeld game 1.,"Show #3600 - Friday, April 7, 2000",0,3
2065,,"Show #3599 - Thursday, April 6, 2000",0,3
2064,,"Show #3598 - Wednesday, April 5, 2000",0,2
